period,product,product_group,quantity,list_price,net_price
01/01/2021,PRDUE1TM3DP,G8,4160016,16.69,16.417
01/12/2021,PRDIHMFZJZW,G8,800016,16.96,16.945
01/03/2022,PRD31MC088G,G8,2640016,16.96,16.945
01/02/2022,PRDXQB0C4B1,G8,1620016,16.96,16.945
01/01/2022,PRDBE7ODE9U,G8,3800016,16.96,16.945
01/02/2022,PRDL1H8QCHR,G10,40016,18.22,17.2
01/01/2022,PRDTY9DNCSL,G10,60016,18.22,17.2
01/03/2022,PRDR7K7DK5F,G10,40016,18.22,17.2
01/12/2021,PRDXW6SVREV,G10,40016,18.16,17.2
01/12/2020,PRD0WXNUA1H,G10,400016,18.82,17.8
01/11/2020,PRDSHCOBZX5,G10,60016,18.82,17.8
01/04/2021,PRDYKM1OMSS,G10,680016,18.73,17.8
01/02/2021,PRDGPH3EH01,G10,500016,18.73,17.8
01/01/2021,PRDZZ6RKCNT,G10,960016,18.73,17.8
01/08/2021,PRDOWYYOW7T,G10,1080016,18.73,17.8
01/02/2022,PRD9EO6J6W4,G10,920016,18.52,17.8
01/03/2022,PRDZHWQTLWD,G10,780016,18.52,17.8
01/11/2021,PRDBKG2S9BH,G10,3800016,18.73,17.8
01/06/2021,PRDDB291YRT,G10,360016,18.73,17.8
01/03/2021,PRDU64FHDPM,G10,1500016,18.73,17.8
01/09/2021,PRDCHFS1JK3,G10,3760016,18.73,17.8
01/07/2021,PRD9ET43PGJ,G10,760016,18.73,17.8
01/12/2021,PRDXOE9YASV,G10,1820016,18.52,17.8
01/06/2021,PRDJHQLXEMR,G10,260016,18.73,17.8
01/10/2021,PRDONODK7YI,G10,3180016,18.73,17.8
01/05/2021,PRDW4VD1V3H,G10,40016,18.73,17.8
01/01/2022,PRDSF8GEV29,G10,1060016,18.52,17.8
01/10/2021,PRDV39OQI0A,G9,45016,69.61,75.85
01/10/2020,PRDZLUS89GX,G9,5016,24.13,19.9
01/11/2020,PRDAWAWC0A2,G9,5016,24.13,19.9
01/06/2021,PRD0CH60CGH,G9,20016,23.95,19.9
01/09/2021,PRDNCFD2NQ1,G9,45016,23.95,19.9
01/03/2021,PRD6HP4AFPV,G9,5016,24.37,21.4
01/03/2020,PRDXSVXJJHW,G9,10016,21.64,21.4
01/04/2021,PRDDMNGD189,G9,5016,20.32,21.4
01/04/2020,PRD1XNEC82I,G9,20016,20.32,21.4
01/12/2020,PRDFFXQQAL8,G9,485016,22.9402,20.38
01/11/2020,PRDA7NJIUZQ,G9,900016,22.9402,20.38
01/09/2020,PRDFJXK2UKS,G9,475016,22.9402,20.38
01/05/2021,PRD0PG92GB0,G9,540016,22.9402,20.26
01/03/2020,PRDQ788OBCR,G9,235016,22.9402,20.38
01/07/2021,PRDFL7Y1DVP,G9,580016,22.9402,20.26
01/12/2021,PRDHVEBU5X8,G9,905016,22.9402,20.26
01/03/2022,PRDCYLOX1SB,G9,285016,22.9402,20.5
01/08/2021,PRDX5N9Y7YM,G9,775016,22.9402,20.26
01/04/2021,PRDE6354JQ9,G9,50016,22.9402,20.38
01/03/2021,PRD7EK247TR,G9,700016,22.9402,20.26
01/10/2021,PRD3PW07T83,G9,195016,22.9402,20.26
01/10/2020,PRDNYO49Y5M,G9,270016,22.9402,20.38
01/04/2021,PRDTSPYZVC2,G9,400016,22.9402,20.26
01/01/2022,PRDW8E1BZLT,G9,460016,22.9402,20.5
01/08/2020,PRDHDDR47TL,G9,610016,22.9402,20.38
01/09/2021,PRDL3GMQMLS,G9,435016,22.9402,20.26
01/02/2022,PRDECH374RD,G9,1180016,22.9402,20.5
01/12/2020,PRDXTZ6YOZ2,G9,145016,22.9402,20.38
01/01/2021,PRDRIGQCSVS,G9,65016,22.9402,20.26
01/11/2021,PRDDORUXACR,G9,440016,22.9402,20.26
01/06/2021,PRDICLRL0AM,G9,465016,22.9402,20.26
01/07/2020,PRDL0OBG5B8,G9,415016,22.9402,20.38
01/06/2020,PRD3DKLJKK2,G9,405016,22.9402,20.38
01/05/2020,PRDGTSJDBKL,G9,300016,22.9402,20.38
01/04/2020,PRDOHOIJ670,G9,205016,22.9402,20.38
01/02/2021,PRD7WESM17O,G9,275016,22.9402,20.26
01/01/2021,PRDLDBB85AO,G9,180016,22.9402,20.38
01/03/2020,PRDR1K4306V,G9,80016,22.78,20.44
01/02/2021,PRDO3FM6AOT,G9,45016,22.9402,20.32
01/04/2021,PRDQHX28VGO,G9,310016,22.9402,20.32
01/12/2020,PRD2GHFX8M9,G9,35016,22.3,20.32
01/09/2020,PRDZJ5OY3XR,G9,150016,22.3,20.44
01/10/2021,PRD1X9KZ7C2,G9,185016,22.9402,20.32
01/11/2020,PRDWH190VTX,G9,280016,22.3,20.44
01/06/2021,PRDRB2IB0H4,G9,616,22.9402,17.32
01/11/2021,PRDG8HDXLQC,G9,70016,22.9402,20.32
01/06/2021,PRDZD3U25AX,G9,340016,22.9402,20.32
01/07/2020,PRDR96GN4P8,G9,250016,22.3,20.44
01/06/2020,PRDUIV7TTGS,G9,50016,22.3,20.44
01/05/2020,PRDMQHXTK2Q,G9,135016,22.3,20.44
01/04/2020,PRDR8OO1FSQ,G9,175016,22.3,20.44
01/02/2021,PRDEYYGHSEA,G9,15016,22.3,20.32
01/04/2022,PRD88OE0AZZ,G9,20016,22.9402,20.56
01/07/2021,PRDGYGJ80MU,G9,285016,22.9402,20.32
01/01/2021,PRDCXV47AUO,G9,225016,22.3,20.32
01/08/2021,PRDNBWPHEOS,G9,70016,22.9402,20.32
01/12/2020,PRDDEWDKXG1,G9,175016,22.3,20.44
01/03/2021,PRDLSHE8Q6U,G9,200016,22.9402,20.32
01/10/2020,PRD24AZZXTP,G9,190016,22.3,20.44
01/05/2021,PRDBBL2SLDW,G9,240016,22.9402,20.32
01/03/2021,PRDQ48HFVCJ,G9,65016,22.9402,20.32
01/01/2021,PRDDOXNZ7H5,G9,10016,22.3,20.44
01/01/2022,PRDBXL0DYHF,G9,85016,22.9402,20.56
01/12/2021,PRD8QCIBBYS,G9,185016,22.9402,20.32
01/09/2021,PRD13KE88W4,G9,325016,22.9402,20.32
01/08/2020,PRDSY82L3C1,G9,85016,22.3,20.44
01/04/2021,PRD5QEDH5Z3,G9,5016,23.3686,21.88
01/05/2021,PRD1LQCNMF9,G9,10016,23.3686,21.88
01/10/2021,PRDE280WY77,G9,30016,23.3686,21.76
01/03/2022,PRD9H1FWO6J,G9,15016,23.3686,20.98
01/11/2021,PRDSAABGNWN,G9,65016,23.3686,21.76
01/01/2022,PRD5DZDCM8F,G9,25016,23.3686,20.98
01/06/2021,PRDJ48XEQDB,G9,20016,23.3686,21.76
01/04/2021,PRDILJZXP09,G9,5016,23.3686,21.76
01/09/2021,PRD4PNXSB0A,G9,45016,23.3686,21.76
01/04/2020,PRDU0B1YEFO,G9,5016,24.49,21.94
01/10/2020,PRDAY6UJ36P,G9,5016,24.49,21.94
01/12/2020,PRD5U91XEG3,G9,5016,22.78,22.09
01/08/2020,PRD0HCONKDT,G9,35016,22.78,22.48
01/12/2020,PRDH2081FF8,G9,25016,22.78,22.48
01/03/2021,PRDBTHTRX1U,G9,25016,23.3686,22.09
01/07/2020,PRDRR5R0TDO,G9,5016,22.78,22.48
01/11/2020,PRDHIBUZW89,G9,45016,22.78,22.48
01/01/2021,PRDT0ED370Q,G9,40016,22.78,22.09
01/06/2020,PRD9QVH8MQQ,G9,20016,22.78,22.48
01/10/2020,PRDK4BW9AYZ,G9,20016,22.78,22.48
01/04/2020,PRDZ0GCKC60,G9,20016,22.78,22.48
01/04/2021,PRDYN80BYJO,G9,45016,23.3686,22.09
01/09/2020,PRDRZ2BX2GI,G9,30016,22.78,22.48
01/03/2020,PRDFTSRA77M,G9,20016,24.16,23.74
01/10/2021,PRD9S7VT446,G9,15016,22.9402,22.09
01/12/2021,PRDHX68K89Z,G9,60016,22.9402,22.09
01/05/2021,PRDA8XOG3EX,G9,25016,22.9402,22.09
01/01/2022,PRDY1URI3RG,G9,30016,22.9402,21.46
01/06/2021,PRDD08XSEYZ,G9,35016,22.9402,22.09
01/06/2021,PRD3L21P6J9,G9,35016,22.9402,22.09
01/09/2021,PRDNENVDWF5,G9,115016,22.9402,22.09
01/11/2021,PRDQ2PYUBRS,G9,65016,22.9402,22.09
01/02/2022,PRD9YM8NM9T,G9,125016,22.9402,21.46
01/04/2021,PRDDL6Z2OCB,G9,20216,22.9402,22.09
01/03/2022,PRDUB36CQU7,G9,150016,22.9402,21.46
01/07/2021,PRDVZBZSQEC,G9,5016,22.9402,22.09
01/12/2021,PRDUARFVT3O,G9,5016,28.75,23.5
01/07/2020,PRDWXUZ69E0,G1,20016,21.64,18.91
01/10/2020,PRDP1SL4GT0,G1,10016,21.64,18.91
01/12/2020,PRDMJOE7V9G,G1,5016,21.64,18.91
01/06/2020,PRDBPLNXA2G,G1,30016,21.64,18.91
01/11/2020,PRD16WZIB96,G1,10016,21.64,18.91
01/02/2021,PRD1E9BZIRS,G1,20016,21.64,18.91
01/08/2020,PRDHP881Y8Q,G1,60016,21.64,18.91
01/03/2021,PRD4461CJ7U,G1,140016,21.52,17.851
01/03/2022,PRDVBKTSWES,G1,130016,20.914,17.5
01/02/2022,PRDI9R79OKJ,G1,60016,20.914,17.5
01/01/2022,PRD94QDDCGE,G1,30016,20.914,17.5
01/08/2020,PRDHP3NCUWB,G1,20016,21.52,17.8
01/05/2020,PRD4JGRJ4T7,G1,5016,21.52,17.8
01/07/2020,PRDG8DEEO9R,G1,10016,21.52,17.8
01/11/2021,PRDX6AOQCSB,G1,40016,21.07,17.851
01/10/2020,PRDC28NNZL5,G1,5016,21.52,17.8
01/07/2021,PRDP4E4NW8F,G1,40016,21.52,17.851
01/12/2021,PRDN6MTKQE3,G1,40016,20.914,17.851
01/12/2020,PRDA4R65FP1,G1,20016,21.52,17.89
01/03/2020,PRDTOC7JEFM,G1,45016,21.79,18.91
01/03/2022,PRDWPPQKNOZ,G1,40016,41.1937,31.63
01/08/2021,PRD090L4G3I,G1,20016,41.1937,25.48
01/05/2021,PRDNTOSHPG7,G1,25016,41.1937,25.48
01/07/2021,PRD3B8U3RUY,G1,15016,41.1937,25.48
01/01/2022,PRDQPKNLU35,G1,25016,41.1937,31.63
01/11/2021,PRDKDT2V50V,G1,25016,41.1937,25.48
01/02/2022,PRDWIA5BIKH,G1,60016,41.1937,31.63
01/09/2021,PRDIEG8CCBG,G1,25016,41.1937,25.48
01/12/2021,PRDZF3GOPDG,G1,25016,41.1937,25.48
01/10/2021,PRD2TYWSZGY,G1,20016,41.1937,25.48
01/06/2020,PRD6OZIPZQO,G1,5016,45.07,26.05
01/04/2020,PRDDZTDNN5O,G1,5016,45.07,26.05
01/03/2020,PRDVZZ1VFXS,G1,15016,43.9,25.48
01/07/2020,PRDBFHALNBZ,G1,10016,43.9,25.48
01/10/2020,PRD99L71JLT,G1,5016,43.9,25.48
01/02/2021,PRDBGCQPB1D,G1,20016,43.9,25.48
01/04/2020,PRDVHCNCM3N,G1,10016,43.9,25.48
01/12/2021,PRDTNYKUOT0,G1,10016,43.2445,26.95
01/01/2022,PRD333SL7NY,G1,85016,43.2445,31.33
01/07/2021,PRDY7AN4WWA,G1,5016,43.2445,26.95
01/10/2021,PRDDJ6XKBVR,G1,5016,43.2445,26.95
01/06/2021,PRD2UKOIMQZ,G1,10016,43.2445,26.95
01/03/2022,PRDHLU6TFJX,G1,5016,43.2445,31.33
01/03/2020,PRDR4WYF0JM,G1,6016,43.9,26.95
01/04/2020,PRDSM43OLC2,G1,7016,45.97,26.95
01/03/2021,PRDUN5XWTZN,G1,1016,55.96,26.5
01/04/2022,PRD0HXBJG5X,G1,175016,41.8438,24.7
01/09/2021,PRDVHCJQD8R,G1,5016,41.8438,24.7
01/05/2021,PRD9HKSVKIF,G1,5016,41.8438,24.7
01/06/2021,PRDVF43T0OS,G1,5016,41.8438,26.5
01/04/2022,PRD6XH1PCQC,G1,140016,41.8438,26.5
01/06/2021,PRDOV4KIV2P,G3,2016,29.44,25
01/03/2020,PRDE44O312H,G1,16016,39.19,25.78
01/12/2020,PRDYL5O85TX,G1,40016,39.19,25.78
01/11/2021,PRD6RPJERAQ,G1,35016,39.7291,25.78
01/02/2021,PRDF4UHR3XP,G1,115016,39.7291,25.78
01/05/2021,PRD8E6ODH16,G1,80016,39.7291,25.78
01/09/2021,PRDPMQKVLMB,G1,110016,39.7291,25.78
01/07/2020,PRD5R367CPV,G1,60016,39.19,25.78
01/08/2020,PRDLI41JN3Z,G1,20016,39.19,25.78
01/10/2021,PRD2YQTBJ93,G1,40016,39.7291,25.78
01/03/2021,PRD64XMVMZD,G1,105016,39.7291,25.78
01/03/2022,PRDHX2CAGCA,G1,95016,39.7291,31.15
01/01/2021,PRD9B2X20EU,G1,150016,39.19,25.78
01/04/2020,PRDL3YLJ6J1,G1,40016,39.19,25.78
01/06/2021,PRDJFXYJE7Y,G1,15016,39.7291,25.78
01/06/2020,PRD1FYO7AX8,G1,60016,39.19,25.78
01/09/2020,PRDCGYPDF1Z,G1,20016,39.19,25.78
01/11/2020,PRD27DFWI0X,G1,170016,39.19,25.78
01/07/2021,PRDWHKOE7R9,G1,30016,39.7291,25.78
01/04/2021,PRD7T822HNL,G1,160016,39.7291,25.78
01/10/2020,PRDNRHSIM43,G1,110016,39.19,25.78
01/05/2020,PRDIV9CY7QF,G1,105016,39.19,25.78
01/01/2022,PRDYQTEV06B,G1,65016,39.7291,31.15
01/02/2022,PRDZ3QGN0IG,G1,90016,39.7291,31.15
01/12/2021,PRDPR32VNWT,G1,35016,39.7291,25.78
01/08/2021,PRD35PJ99AJ,G1,60016,39.7291,25.78
01/10/2020,PRD1F7L8VP1,G7,55016,24.16,20.5
01/12/2020,PRDWZPTWDL7,G7,25016,24.16,20.5
01/09/2020,PRDURIILPJX,G7,70016,24.16,20.5
01/11/2020,PRDYS8FAVD2,G7,45016,24.16,20.5
01/12/2021,PRDN7MKDJVG,G7,5016,25.87,20.5
01/03/2022,PRD23NRSH3Y,G7,10016,25.87,20.5
01/07/2020,PRDLXQNCU1N,G7,5016,24.67,21.91
01/03/2021,PRDWVWN045J,G7,10016,24.67,21.28
01/04/2020,PRDJMX62ZO5,G7,5016,24.67,21.91
01/07/2021,PRD15N3E9KZ,G7,10016,24.67,21.28
01/05/2020,PRDZC4QG3Y5,G7,5016,24.67,21.91
01/06/2020,PRD941KMQTF,G7,10016,24.67,21.91
01/11/2020,PRDDNULCCH3,G7,15016,24.67,21.91
01/12/2021,PRDLFGRXG65,G7,10016,25.3,21.28
01/01/2021,PRDH2F3T44I,G7,40016,24.67,21.28
01/09/2021,PRDIX8T11XI,G7,20016,25.3,21.28
01/03/2022,PRDHPL2Z44O,G7,20016,25.3,21.28
01/02/2022,PRDWU5T28CD,G7,30016,25.3,21.28
01/11/2020,PRD3KTHFURQ,G1,30016,16.63,16.45
01/02/2021,PRDDA0KQPW5,G1,15016,16.63,16.345
01/11/2021,PRDORCOI585,G1,30016,16.78,16.378
01/06/2021,PRDJVAVM0Z5,G1,10016,16.87,16.345
01/06/2020,PRD5IFJCACX,G1,20016,16.63,16.345
01/10/2021,PRDB5FORCJT,G1,20016,16.78,16.378
01/09/2020,PRDHO10DR7G,G1,80016,16.63,16.45
01/12/2020,PRD393Q510O,G1,50016,16.63,16.345
01/07/2021,PRDVBT9MCAV,G1,25016,16.87,16.345
01/01/2022,PRDIAA2JJXX,G1,15016,16.75,16.378
01/09/2020,PRDDL9BA9LS,G1,45016,16.63,16.345
01/09/2021,PRDDDBDYX53,G1,5016,16.87,16.345
01/08/2020,PRDVEM5KAI3,G1,10016,16.63,16.345
01/05/2020,PRDJWK3P72R,G1,5016,16.63,16.345
01/01/2021,PRDS151Y4OM,G1,25016,16.63,16.345
01/05/2021,PRDP9824C93,G1,5016,16.6489,16.345
01/08/2020,PRDTAKHA0SH,G1,115016,16.63,16.45
01/12/2021,PRD24Z5G2YW,G1,30016,16.75,16.378
01/04/2021,PRDOR64URFV,G1,35016,16.6489,16.345
01/05/2021,PRD8YUNJLIB,G1,15016,16.87,16.345
01/11/2020,PRDMXAOC3OV,G1,40016,16.63,16.345
01/04/2020,PRDEN6XFBDN,G1,15016,16.63,16.345
01/10/2020,PRD748MJT7Q,G1,15016,16.63,16.345
01/09/2021,PRD9M2CKVYY,G1,50016,16.78,16.345
01/03/2021,PRDWINAY40K,G1,5016,16.6489,16.345
01/08/2021,PRDSJT7T1ZT,G1,50016,16.87,16.345
01/02/2022,PRDJ9A9TTH9,G1,5016,16.489,16.378
01/12/2020,PRDYULNRN6D,G1,55016,16.63,16.45
01/03/2022,PRDXD9A1IJ0,G1,10016,16.489,16.378
01/03/2020,PRDF9ELX934,G1,10016,16.9,16.345
01/03/2020,PRDV37GYB95,G1,5016,16.69,16.345
01/02/2021,PRD5T060H47,G1,170016,16.57,16.36
01/07/2020,PRDRGCN2GVQ,G1,60016,16.57,16.36
01/01/2021,PRDU6PEJYLO,G1,70016,16.57,16.36
01/04/2021,PRDWKJ8NINQ,G1,80016,16.5871,16.36
01/02/2021,PRDUGIIEPXA,G1,20016,16.5871,16.36
01/10/2021,PRDIDMLL1LW,G1,595016,16.72,16.36
01/09/2021,PRDQTIWI2VX,G1,595016,16.72,16.36
01/11/2020,PRD6SZOYB38,G1,60016,16.57,16.36
01/03/2021,PRDIF2MNUEQ,G1,140016,16.5871,16.36
01/06/2021,PRDFHQ1DM81,G1,160016,16.81,16.36
01/12/2020,PRDX4ZMCPAT,G1,120016,16.57,16.36
01/06/2020,PRDAK3IK082,G1,60016,16.57,16.36
01/08/2021,PRD3SMXQO06,G1,80016,16.81,16.36
01/09/2021,PRDWXE9EJBW,G1,500016,16.72,16.36
01/03/2020,PRD4OPJKDJE,G3,245016,21.76,17.59
01/02/2021,PRD6E050HAN,G3,616,22.99,25.09
01/03/2021,PRD9GCCSPBV,G3,5016,22.99,22.18
01/10/2020,PRD3TOAWJZD,G3,1216,22.99,25.09
01/05/2020,PRDES4XF0L2,G3,325016,21.25,17.59
01/01/2022,PRDMIEULJ60,G3,15016,21.8077,17.53
01/03/2021,PRD36OBT2WE,G3,625016,21.8077,17.53
01/12/2020,PRDDFT4NE6O,G3,120016,21.25,17.53
01/11/2021,PRDWPLGXDUG,G3,350016,21.8077,17.53
01/03/2022,PRDJH45JC67,G3,115016,21.8077,17.62
01/02/2021,PRDIX23IRV9,G3,500016,21.25,17.53
01/04/2021,PRDRBO576HX,G3,125016,21.8077,17.53
01/06/2021,PRDB5SZ5NJ4,G3,280016,21.8077,17.53
01/04/2020,PRD69GNOQQP,G3,380016,21.25,17.59
01/05/2021,PRDUX6M184F,G3,390016,21.8077,17.53
01/10/2021,PRDHZXWHOXN,G3,255016,21.8077,17.53
01/10/2020,PRDMOZUFDOB,G3,720016,21.25,17.59
01/06/2020,PRDVYUXA57G,G3,325016,21.25,17.59
01/07/2021,PRD0TZAIWVS,G3,485016,21.8077,17.53
01/11/2020,PRDOLCDJ8N9,G3,155016,21.25,17.59
01/02/2022,PRD88VOBU09,G3,1040016,21.8077,17.62
01/08/2021,PRDHSK31QTJ,G3,540016,21.8077,17.53
01/07/2020,PRDS41JDPNY,G3,390016,21.25,17.59
01/09/2021,PRD9DMFKY21,G3,180016,21.8077,17.53
01/01/2022,PRDJY3AXY5T,G3,765016,21.8077,17.62
01/12/2021,PRDPDY546J3,G3,185016,21.8077,17.53
01/02/2021,PRDYF3NIN34,G3,235016,21.8077,17.53
01/09/2020,PRDNV8SQR1D,G3,300016,21.25,17.59
01/08/2020,PRDZI0QD5D0,G3,435016,21.25,17.59
01/12/2020,PRDRGZZFHOL,G3,380016,21.25,17.59
01/02/2021,PRD2YE42LYM,G3,5016,20.68,23.7526
01/11/2020,PRD86LVOH3C,G3,5016,20.68,23.7439
01/05/2021,PRDSJRU5K5V,G3,10016,20.47,23.4361
01/12/2021,PRD00L5TBXB,G3,10016,20.92,23.1196
01/01/2021,PRDUDN7HD56,G3,616,27.64,27.664
01/09/2020,PRDHNQPX472,G3,1106,26.44,20.35
01/06/2020,PRDTLWCGMTK,G3,5016,23.77,18.91
01/07/2020,PRDPVDX13SB,G3,5016,23.77,18.91
01/01/2022,PRD0111IXBU,G3,20016,23.41,20.35
01/08/2021,PRDTV4K5X6M,G3,6016,23.47,20.35
01/07/2021,PRDTZRWJPHF,G3,1616,23.47,20.35
01/02/2022,PRDCSA4M6P3,G3,20016,23.41,20.35
01/12/2021,PRD9Y2Z8DCF,G3,5016,23.41,20.35
01/12/2021,PRDM80OEBT7,G3,5016,23.41,20.35
01/09/2021,PRDM2HRDPYC,G3,5016,25.33,18.91
01/01/2021,PRDP67VRFSJ,G3,516,21.7,21.13
01/12/2021,PRDB7TKO5W4,G3,65016,20.38,17.41
01/08/2020,PRD7GC5IDQX,G3,5016,20.44,19.3
01/02/2021,PRDW5DZ1HU6,G3,155016,19.33,17.29
01/07/2020,PRDPE2VDX1A,G3,545016,19.33,17.35
01/02/2022,PRDR2T2SGK5,G3,135016,19.6693,17.29
01/06/2020,PRDRGECH96R,G3,785016,19.33,17.35
01/11/2020,PRD6GA2FE8D,G3,25016,19.33,17.29
01/10/2021,PRDH26U7NYL,G3,170016,19.6693,17.29
01/03/2022,PRDM8T9RKOW,G3,600016,19.6693,17.29
01/09/2020,PRDP9OPI92N,G3,1765016,19.33,17.29
01/05/2021,PRDVVL8WFM4,G3,810016,19.6693,17.29
01/01/2022,PRDOGPSOL4I,G3,725016,19.6693,17.29
01/08/2020,PRD79SZ9WXN,G3,25016,19.33,17.29
01/10/2020,PRDFGU3B3DJ,G3,550016,19.33,17.29
01/02/2021,PRDJXB7RXYB,G3,190016,19.6693,17.29
01/03/2021,PRDLGJX7GQU,G3,535016,19.6693,17.29
01/06/2021,PRDE793JX9B,G3,460016,19.6693,17.29
01/04/2020,PRDDLEDFSBI,G3,350016,19.33,17.35
01/12/2021,PRD442WL8L1,G3,545016,19.6693,17.29
01/03/2020,PRD8TQQFE6A,G3,25016,19.33,17.35
01/09/2021,PRDK5R8UQN6,G3,585016,19.6693,17.29
01/01/2021,PRDJGNKS9IZ,G3,840016,19.33,17.29
01/08/2020,PRDIRQTAXLI,G3,555016,19.33,17.35
01/08/2021,PRDJGATX3JK,G3,755016,19.6693,17.29
01/04/2021,PRD0K23SJYD,G3,505016,19.6693,17.29
01/04/2021,PRDFYVAAX36,G8,20580016,17.53,17.05
01/10/2021,PRD5RI3AYM6,G8,160016,17.53,17.05
01/01/2022,PRDG1K9OOMC,G8,10380016,17.65,17.05
01/11/2020,PRDHH3U7MUZ,G8,260016,17.53,16.87
01/03/2022,PRDDPVS3XQM,G8,2400016,17.65,17.05
01/05/2020,PRD2M4OW2FM,G8,640016,17.53,16.96
01/09/2020,PRDAFH36SQ6,G8,5120016,17.53,17.05
01/01/2022,PRD0UAQKHJR,G8,2580016,17.65,16.87
01/05/2021,PRDAFI1C4CU,G8,3680016,17.53,17.05
01/12/2021,PRDCGEA9K5W,G8,7400016,17.65,17.05
01/12/2020,PRD8LUXFL0Z,G8,1460016,17.53,17.05
01/12/2020,PRD1R82O92K,G8,20016,17.53,17.008
01/07/2020,PRD5CVSPVBD,G8,840016,17.53,16.96
01/03/2020,PRDM7NWT0A4,G8,620016,17.62,17.11
01/09/2020,PRD6ITJFFOK,G8,880016,17.53,16.96
01/04/2020,PRD19ZURPNS,G8,2440016,17.62,16.96
01/02/2022,PRD7DE7T0HJ,G8,1840016,17.65,16.87
01/02/2021,PRDUFSC878A,G8,60016,17.53,16.87
01/01/2021,PRDLXA9O7WB,G8,14340016,17.53,17.05
01/08/2021,PRDFY5E8X20,G8,600016,17.53,16.87
01/10/2020,PRDXF6DGZ1A,G8,460016,17.53,16.87
01/03/2021,PRDKBFVID43,G8,11040016,17.53,17.05
01/06/2020,PRDI9MXHN1H,G8,1620016,17.53,16.96
01/03/2021,PRD45AX9CAF,G8,300016,17.53,16.87
01/12/2020,PRDRJDQKQPP,G8,800016,17.53,16.87
01/09/2021,PRD30OTT58H,G8,9720016,17.53,17.05
01/02/2021,PRDTUVZ0GPV,G8,19180016,17.53,17.05
01/09/2020,PRDZNXUIBWV,G8,300016,17.53,16.87
01/08/2020,PRDU9O28TFT,G8,600016,17.53,17.05
01/08/2021,PRDTHQG63IB,G8,4000016,17.53,17.05
01/07/2021,PRDU8T3TSDM,G8,6100016,17.53,17.05
01/08/2020,PRDQNYRFQ8S,G8,2600016,17.53,17.05
01/05/2021,PRDI0LN56Z7,G8,3060016,17.53,16.87
01/11/2021,PRDQ10KVC1S,G8,3200016,17.53,17.05
01/11/2020,PRDU7N7WX1B,G8,3720016,17.53,17.05
01/03/2022,PRD1TADCQQU,G8,3040016,17.65,16.87
01/10/2020,PRDZJR1R90Q,G8,6660016,17.53,17.05
01/02/2022,PRDU53OTTQU,G8,7760016,17.65,17.05
01/05/2020,PRDPD67M1YF,G8,40016,17.62,16.96
01/04/2021,PRDOTB9WXKZ,G8,160016,17.53,16.87
01/06/2020,PRD5NPKWUF9,G8,940016,17.53,17.05
01/04/2020,PRDHHK2XN40,G8,1700016,17.62,17.11
01/08/2020,PRDAUP5XXG9,G8,160016,17.53,16.96
01/06/2021,PRD0IQCAIGX,G8,8264,17.53,17.008
01/12/2021,PRDFOD2JAVA,G8,2760016,17.65,16.87
01/08/2021,PRDPDG2JHBH,G8,7400016,17.53,17.05
01/06/2021,PRDULVRJGBP,G8,3320016,17.53,17.05
01/08/2020,PRDM9CZFZ9J,G8,160016,17.53,16.96
01/07/2021,PRD3G6Y1MTO,G8,1000016,17.53,16.87
01/03/2020,PRD93EESPGQ,G8,940016,17.62,16.96
01/01/2021,PRDUOYLB3ET,G8,840016,17.53,16.87
01/07/2020,PRDUW22FTFB,G8,680016,17.53,17.05
01/01/2022,PRD9RUL2178,G9,56,251.32,62.92
01/07/2021,PRDVNMH367E,G9,1216,94.15,58.75
01/06/2020,PRDPFU4J2XF,G9,6016,78.52,62.92
01/11/2020,PRDURXUFAMA,G9,30016,78.52,61.9
01/10/2020,PRD41OFI11Z,G9,34016,78.52,61.9
01/10/2020,PRDJJO0U5ZY,G9,10016,78.52,62.92
01/09/2020,PRDEVCBBWVJ,G9,24016,78.52,61.9
01/11/2020,PRDDNN10L9Y,G9,14016,78.52,62.92
01/07/2020,PRD1ZEZID8I,G9,22016,78.52,61.9
01/04/2020,PRDIVY43HZN,G9,20016,78.52,62.92
01/07/2020,PRDRMLVHRYR,G9,8016,78.52,62.5
01/08/2020,PRD94FIPBK2,G9,8016,78.52,62.92
01/08/2020,PRDJAVY5ULZ,G9,24016,78.52,61.9
01/12/2020,PRDHYY35IHV,G9,30016,78.52,61.9
01/07/2020,PRD1RNGB9CN,G9,18016,78.52,62.92
01/09/2020,PRDHSTZFNO4,G9,38016,78.52,62.92
01/05/2020,PRD1LWVASE9,G9,6016,78.52,62.92
01/03/2021,PRDCMZUV5M9,G9,74016,80.32,64.336
01/01/2021,PRD18XTYDV1,G9,20016,80.32,64.336
01/03/2020,PRDDZGDEDTF,G9,14016,82.09,62.92
01/10/2021,PRDIX13L1KH,G9,60016,75.25,64.336
01/12/2021,PRDSBEOXWLI,G9,18016,70.696,64.336
01/07/2021,PRD0V1J4D4P,G9,70016,74.62,64.336
01/04/2020,PRD20QU929T,G9,6016,74.62,87.04
01/11/2021,PRDE1SHV7IK,G9,64016,75.25,64.336
01/02/2022,PRDRAZ3AK8F,G9,100016,70.696,58.75
01/12/2021,PRD43XG6JY8,G9,36016,70.696,58.75
01/09/2021,PRD0K2AL39I,G9,106016,75.25,64.336
01/03/2022,PRD773UNCFD,G9,70016,70.696,58.75
01/01/2022,PRD56I5974M,G9,86016,70.696,58.75
